,First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
3311,Leon,Shahbazyan,,"6' 4""",170 lbs.,"74.0""",Orthodox,7,2,0
3312,Don,Shainis,Shameless,"5' 6""",145 lbs.,"67.0""",Orthodox,12,5,0
3313,Liliya,Shakirova,,"5' 4""",125 lbs.,"65.0""",Orthodox,8,2,0
3314,Kamal,Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",Orthodox,9,5,2
3315,Ken,Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",Orthodox,28,17,2
3316,Frank,Shamrock,,"5' 10""",185 lbs.,--,Orthodox,23,10,2
3317,Shang,Zhifa,Northeast Flying Tiger,"5' 7""",125 lbs.,"63.0""",Orthodox,32,8,0
3318,Jason,Sharp,,--,205 lbs.,--,,3,3,0
3319,Eric,Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0
3320,Sean,Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1
3321,Chase,Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,16,12,0
3322,Valentina,Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,23,4,0
3323,Antonina,Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,10,4,0
3324,Katsuyori,Shibata,,"6' 0""",168 lbs.,--,Orthodox,4,11,1
3325,Jake,Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1
3326,Henrique,Shiguemoto,,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1
3327,Shunichi,Shimizu,,"5' 5""",135 lbs.,--,Orthodox,30,18,11
3328,Wade,Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,11,5,0
3329,Raja,Shippen,,"5' 6""",145 lbs.,--,,18,11,1
3330,Yuya,Shirai,,"5' 8""",168 lbs.,--,Orthodox,26,14,2
3331,Wes,Shivers,,"6' 8""",--,--,,7,1,0
3332,Alexander,Shlemenko,Storm,"5' 11""",185 lbs.,--,,56,9,0
3333,Josh,Shockley,,"6' 1""",155 lbs.,--,Orthodox,11,4,0
3334,Josh,Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,6,3,0
3335,Akira,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14,17,5
3336,Liudvik,Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,1
3337,Jack,Shore,Tank,"5' 8""",135 lbs.,"71.0""",Orthodox,17,1,0
3338,Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11,19,1
3339,Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1
3340,Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7,6,0
3341,Ronal,Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71.0""",Southpaw,7,1,0
3342,Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0
3343,Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,11,4,0
3344,Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0
3345,Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12,5,0
3346,Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0
3347,Assuerio,Silva,,"5' 10""",241 lbs.,--,Orthodox,16,8,0
3348,Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0
3349,Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1
3350,Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0
3351,Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0
3352,Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,19,12,3
3353,Edson,Silva,Paredao,--,205 lbs.,--,Orthodox,14,12,0
3354,Sidney,Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0
3355,Jay,Silva,,"6' 2""",185 lbs.,--,Southpaw,10,11,1
3356,Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1
3357,Fabio,Silva,,"5' 11""",205 lbs.,--,Orthodox,1,8,0
3358,Erick,Silva,,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0
3359,Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1
3360,Claudio,Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",Southpaw,14,4,0
3361,Wagner,Silva,Wagnao,"6' 0""",170 lbs.,--,Orthodox,6,3,0
3362,Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0
3363,Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,12,4,0
3364,Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0
3365,Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,4,0
3366,Bruno,Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",Orthodox,13,5,2
3367,Bruno,Silva,Blindado,"6' 0""",185 lbs.,"74.0""",Orthodox,23,8,0
3368,Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0
3369,Jacob,Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0
3370,Natalia,Silva,,"5' 4""",125 lbs.,"65.0""",Southpaw,15,5,1
3371,Jansey,Silva,Jones,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0
3372,Maria,Silva,Viuva Negra,"5' 3""",115 lbs.,"64.0""",Orthodox,8,1,0
3373,Karine,Silva,Killer,"5' 5""",125 lbs.,"67.0""",Orthodox,16,4,0
3374,Erik,Silva,The King,"5' 9""",145 lbs.,"71.0""",Orthodox,9,2,0
3375,Janaina,Silva,Jana Popozinha,--,115 lbs.,--,,5,0,0
3376,Jhonata,Silva,,--,125 lbs.,--,,8,1,0
3377,Jean,Silva,Lord Assassin,--,145 lbs.,--,,10,2,0
3378,Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,29,5,0
3379,Leonardo,Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,4,0
3380,Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0
3381,Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0
3382,Sim,Kai Xiong,Kobra,"5' 5""",125 lbs.,"66.0""",Orthodox,5,1,0
3383,Jamey,Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",Orthodox,7,4,0
3384,Ricky,Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,20,4,0
3385,Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0
3386,Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,24,14,1
3387,Marlon,Sims,,--,170 lbs.,--,,3,4,0
3388,Tony,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0
3389,Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0
3390,Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0
3391,Rob,Sinclair,,"5' 8""",155 lbs.,--,,13,5,0
3392,Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0
3393,Rana Rudra Pratap,Singh,Ashwathama,"5' 10""",135 lbs.,"69.0""",Orthodox,11,2,0
3394,Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2
3395,Mitchell,Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,4,1,0
3396,Gian,Siqueira,Pitbull,"6' 1""",170 lbs.,"74.0""",Orthodox,19,5,0
3397,Jeremia,Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",Orthodox,6,3,0
3398,AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0
3399,Yokthai,Sithoar,,"5' 7""",143 lbs.,--,,0,1,0
3400,Jeri,Sitzes,,"5' 5""",125 lbs.,--,,3,1,0
3401,Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0
3402,Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,19,3,0
3403,Matt,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0
3404,Zach,Skinner,,"5' 6""",145 lbs.,--,Orthodox,10,11,0
3405,Brian,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1
3406,Joe,Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3
3407,Ray,Sloan,,"6' 1""",205 lbs.,--,,8,1,0
3408,Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,24,8,2
3409,Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,14,0
3410,Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,17,0
3411,Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0
3412,Eric,Smith,,--,--,--,Southpaw,1,1,0
3413,Josh,Smith,,"6' 0""",155 lbs.,--,Orthodox,9,8,0
3414,David,Smith,,--,155 lbs.,--,,5,1,0
3415,Adam,Smith,,--,--,--,,0,3,0
3416,Dillon,Smith,,"6' 0""",170 lbs.,--,,0,0,0
3417,Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0
3418,Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,36,18,0
3419,Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0
3420,Gilbert,Smith,,"5' 9""",185 lbs.,--,Southpaw,12,6,0
3421,Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1
3422,Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0
3423,Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0
3424,Nate,Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0
3425,Braxton,Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72.0""",Orthodox,5,2,0
3426,Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0
3427,Justin,Smitley,,--,145 lbs.,--,,10,7,1
3428,Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0
3429,Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0
3430,Cameron,Smotherman,The Baby-Faced Killer,--,135 lbs.,--,,8,3,0
3431,Shimon,Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,8,2,0
3432,Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1
3433,Devin,Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0
3434,Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0
3435,Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1
3436,Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0
3437,Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0
3438,Joe,Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0
3439,Chris,Solomon,,"5' 11""",155 lbs.,--,,0,0,0
3440,Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0
3441,Paul,Song,,--,185 lbs.,--,,2,2,0
3442,Song,Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,19,7,0
3443,Song,Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67.0""",Orthodox,20,7,1
3444,Emrah,Sonmez,Anatolian Wolf,--,145 lbs.,--,,14,4,0
3445,Chael,Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1
3446,Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0
3447,Jin,Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0
3448,Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,7,0
3449,Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0
3450,Punahele,Soriano,Puna,"5' 11""",185 lbs.,"72.0""",Southpaw,9,3,0
3451,Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0
3452,Ben,Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0
3453,Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1
3454,George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0
3455,Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0
3456,Alex,Soto,Extremo,"5' 8""",135 lbs.,--,Southpaw,8,3,1
3457,Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0
3458,Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0
3459,Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0
3460,Mario,Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,15,3,0
3461,Bobby,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0
3462,Jacare,Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0
3463,Edimilson,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0
3464,Livinha,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0
3465,Bruno,Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0
3466,Ketlen,Souza,Esquentadinha,"5' 3""",125 lbs.,"63.0""",Orthodox,13,4,0
3467,Charon,Spain,,"5' 9""",155 lbs.,--,,14,26,0
3468,Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6,3,0
3469,Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9,3,0
3470,Ryan,Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,21,8,0
3471,Ron,Sparks,The Monster,"6' 5""",265 lbs.,--,,8,3,0
3472,Tommy,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0
3473,Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0
3474,Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0
3475,Felicia,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0
3476,Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9,5,0
3477,Nick,Sperling,,--,135 lbs.,--,,3,4,0
3478,Mario,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0
3479,Eric,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0
3480,Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12,13,1
3481,Daniel,Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0
3482,Serghei,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,16,3,0
3483,Daniel,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0
3484,Pete,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25,23,0
3485,Austin,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0
3486,Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0
3487,Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0
3488,Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0
3489,Ron,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0
3490,Cody,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21,6,1
3491,Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0
3492,Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0
3493,Josh,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0
3494,Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0
3495,Lucas,Stark,,--,155 lbs.,--,,1,5,0
3496,Clifford,Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0
3497,Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1
3498,Laureano,Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0
3499,Damian,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0
3500,Adam,Steele,,--,170 lbs.,--,,0,1,0
3501,Dominique,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0
3502,Ricky,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0
3503,Eric,Steenberg,,--,155 lbs.,--,,5,1,0
3504,Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0
3505,Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0
3506,Dmitri,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0
3507,Jeremy,Stephens,Lil' Heathen,"5' 9""",145 lbs.,"71.0""",Orthodox,28,19,0
3508,Aljamain,Sterling,Funk Master,"5' 7""",135 lbs.,"71.0""",Orthodox,23,3,0
3509,Marc,Stevens,,"5' 9""",155 lbs.,--,,21,10,0
3510,Joe,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0
3511,Maia,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0
3512,Luke,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0
3513,Darren,Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0
3514,Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0
3515,Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1
3516,Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0
3517,Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0
3518,Lazar,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0
3519,Denis,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0
3520,Julija,Stoliarenko,,"5' 7""",125 lbs.,"66.0""",,10,8,2
3521,Dustin,Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,14,5,0
3522,Niklas,Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0
3523,Ken,Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0
3524,Ryan,Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0
3525,George,Stork,,"5' 10""",185 lbs.,--,,7,9,0
3526,Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0
3527,Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0
3528,Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0
3529,Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1
3530,Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1
3531,Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0
3532,Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0
3533,Gennaro,Strangis,,--,--,--,,0,1,0
3534,Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0
3535,Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0
3536,Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0
3537,Sean,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,26,5,0
3538,Mark,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0
3539,Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3
3540,Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0
3541,Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0
3542,Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0
3543,Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0
3544,Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,10,0,0
3545,Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3
3546,Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2
3547,Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0
3548,Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1
3549,Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0
3550,Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0
3551,George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0
3552,Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0
3553,Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0
3554,Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0
3555,,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,16,5,0
3556,Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0
3557,Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0
3558,Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0
3559,Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1
3560,Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0
3561,Danilo,Suzart,,"6' 0""",260 lbs.,--,Orthodox,9,2,0
3562,Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0
3563,Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1
3564,Cub,Swanson,,"5' 8""",135 lbs.,"70.0""",Orthodox,28,13,0
3565,Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0
3566,Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0
3567,Oumar,Sy,,--,205 lbs.,--,,6,0,0
3568,Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0
3569,Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0
3570,Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0
3571,Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0
3572,Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0
3573,Kevin,Szaflarski,,--,260 lbs.,--,,10,1,0
3574,Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0
3575,Amber,Tackett,,--,115 lbs.,--,,1,3,0
3576,Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0
3577,Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,6,3,0
3578,Junior,Tafa,The Juggernaut,"6' 3""",240 lbs.,"72.0""",Orthodox,4,1,0
3579,Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,5,0
3580,Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1
3581,Tatsuro,Taira,,"5' 7""",125 lbs.,"70.0""",Orthodox,13,0,0
3582,Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0
3583,Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2
3584,Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3
3585,Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2
3586,Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2
3587,Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2
3588,Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0
3589,Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0
3590,Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2
3591,Payton,Talbott,,--,135 lbs.,--,,5,0,0
3592,Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0
3593,Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0
3594,Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0
3595,Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3
3596,Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2
3597,Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0
3598,Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0
3599,Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0
3600,Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0
3601,Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0
3602,Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1
3603,Gary,Tapusoa,,"5' 7""",185 lbs.,--,,8,3,0
3604,Miesha,Tate,Cupcake,"5' 6""",135 lbs.,"65.0""",Orthodox,19,9,0
3605,Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0
3606,Thiago,Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1
3607,Jeremy,Tavares,,--,135 lbs.,--,,1,6,0
3608,Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,19,9,0
3609,Ramon,Taveras,The Savage,--,145 lbs.,--,,7,1,0
3610,Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1
3611,Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0
3612,Torrance,Taylor,,"5' 7""",155 lbs.,--,,13,8,1
3613,Louis,Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13,4,0
3614,Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0
3615,Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0
3616,J.T,Taylor,The Outlaw,"5' 10""",--,--,,7,7,0
3617,James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0
