,First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
3155,Ovince,Saint Preux,,190.0,93.0,203.0,Southpaw,26,17,0
3156,Lukasz,Sajewski,Wookie,172.0,70.3,180.0,Orthodox,13,3,0
3157,Yukio,Sakaguchi,,175.0,83.9,,Orthodox,6,7,0
3158,Augusto,Sakai,,190.0,120.2,195.0,Orthodox,16,5,1
3159,Alessio,Sakara,Legionarius,182.0,83.9,182.0,Orthodox,19,11,0
3160,Wataru,Sakata,,175.0,88.5,,Southpaw,11,14,0
3161,Gokhan,Saki,The Rebel,182.0,93.0,185.0,Orthodox,1,2,0
3162,Kazushi,Sakuraba,The Gracie Hunter,182.0,83.9,,Southpaw,26,17,1
3163,Hayato,Sakurai,Mach,170.0,76.2,,Orthodox,38,13,2
3164,Ryuta,Sakurai,,170.0,83.0,,Orthodox,24,24,6
3165,Justin,Salas,J-Bomb,172.0,70.3,177.0,Southpaw,12,7,0
3166,Ivan,Salaverry,,182.0,83.9,,Orthodox,14,9,0
3167,Roman,Salazar,El Gallito,170.0,61.2,,Orthodox,10,6,0
3168,Luis,Saldana,,180.0,65.8,185.0,Orthodox,16,7,1
3169,John,Salgado,Greco,177.0,77.1,,,4,8,1
3170,Muslim,Salikhov,King of Kung Fu,180.0,77.1,177.0,Orthodox,19,3,0
3171,Gabriel,Salinas-Jones,,185.0,111.1,,,5,2,1
3172,Brandon,Saling,White Steel,177.0,77.1,,,8,6,0
3173,Sean,Salmon,,177.0,83.9,,Southpaw,18,21,0
3174,Boston,Salmon,Boom Boom,175.0,61.2,175.0,Southpaw,6,3,0
3175,John,Salter,,185.0,83.9,187.0,Southpaw,14,3,0
3176,Vinicius,Salvador,,170.0,56.7,177.0,Southpaw,14,5,0
3177,Dylan,Salvador,,,70.3,,,5,1,0
3178,Josh,Samman,Anqa,190.0,83.9,200.0,Orthodox,13,4,0
3179,Johnny,Sampaio,,172.0,77.1,,Orthodox,3,1,0
3180,Josh,Sampo,The Gremlin,162.0,56.7,162.0,Orthodox,11,5,0
3181,Josh,San Diego,JSD,177.0,61.2,,,8,3,0
3182,Diego,Sanchez,Nightmare,177.0,77.1,182.0,Southpaw,31,13,0
3183,Eddie,Sanchez,The Manic Hispanic,187.0,104.3,187.0,Orthodox,15,8,0
3184,Julian,Sanchez,,190.0,136.1,,Orthodox,0,1,0
3185,Bobby,Sanchez,The Kid,170.0,70.3,,Orthodox,10,35,0
3186,Donald,Sanchez,,177.0,65.8,,,31,17,0
3187,Joby,Sanchez,,167.0,61.2,172.0,Orthodox,11,4,0
3188,Emmanuel,Sanchez,El Matador,175.0,65.8,180.0,,15,3,0
3189,Erick,Sanchez,,177.0,65.8,,,8,3,0
3190,Andrew,Sanchez,El Dirte,185.0,83.9,187.0,Orthodox,13,7,0
3191,Robert,Sanchez,Littlefury,167.0,56.7,167.0,Orthodox,8,2,0
3192,Jesse,Sanders,,182.0,77.1,,Orthodox,23,7,0
3193,Luke,Sanders,Cool Hand,167.0,61.2,170.0,Southpaw,13,5,0
3194,Jerrod,Sanders,J-Reazie,172.0,61.2,182.0,Orthodox,16,3,0
3195,Cory,Sandhagen,,180.0,61.2,177.0,Switch,16,4,0
3196,Hugo,Sandoval,,,61.2,,,2,3,0
3197,Raul,Sandoval,,,59.0,,,3,3,0
3198,Joseph,Sandoval,,170.0,61.2,,Southpaw,7,7,0
3199,Hector,Sandoval,Kid Alex,157.0,56.7,162.0,Orthodox,14,4,0
3200,Chris,Sanford,,180.0,83.9,,Orthodox,5,1,0
3201,Roldan,Sangcha'an,The Executioner,162.0,56.7,,Orthodox,4,2,0
3202,Yuhi,Sano,,180.0,110.2,,Orthodox,0,4,0
3203,Martin,Sano,Spartan,180.0,77.1,190.0,Orthodox,4,3,1
3204,Jonathan,Santa Maria,,175.0,56.7,,,3,4,0
3205,Duda,Santana,Cowboyzinha,170.0,65.8,185.0,Orthodox,3,1,0
3206,Shaheen,Santana,Shazam,185.0,70.3,190.0,Orthodox,6,1,0
3207,Sean,Santella,Shorty Rock,165.0,56.7,,,17,6,1
3208,Jorge,Santiago,The Sandman,185.0,77.1,190.0,Orthodox,25,12,0
3209,Mike,Santiago,,177.0,65.8,175.0,Orthodox,19,12,0
3210,Will,Santiago,The Brown Bomber,170.0,83.9,,Orthodox,9,5,0
3211,Richie,Santiago,The Milford Mauler,170.0,61.2,170.0,Southpaw,7,2,0
3212,Jose,Santibanez,,,70.3,,,10,3,0
3213,Art,Santore,Pachuco,187.0,83.9,,,18,8,0
3216,Evangelista,Santos,Cyborg,177.0,77.1,193.0,Orthodox,21,18,0
3217,Luis,Santos,,185.0,77.1,,Southpaw,63,10,1
3218,Iliarde,Santos,,165.0,56.7,170.0,Orthodox,30,13,1
3219,Leonardo,Santos,,182.0,70.3,190.0,Orthodox,18,7,1
3220,Thiago,Santos,Marreta,187.0,93.0,193.0,Orthodox,22,11,0
3221,Bruno,Santos,Carioca,175.0,83.9,,Orthodox,15,2,0
3222,Andre,Santos,Chatuba,182.0,77.1,,,38,10,0
3223,Gleristone,Santos,Toninho Furia,175.0,65.8,,,33,7,0
3224,Yana,Santos,,167.0,61.2,172.0,Orthodox,14,7,0
3225,Taila,Santos,,167.0,56.7,172.0,Orthodox,19,2,0
3226,Marilia,Santos,Chocolate,162.0,56.7,,Orthodox,10,3,0
3227,Edivan,Santos,Pe De Sapo,193.0,112.5,198.0,Orthodox,12,3,1
3228,Daniel,Santos,Willycat,170.0,61.2,170.0,Orthodox,12,2,0
3229,Gabriel,Santos,Mosquitinho,175.0,65.8,177.0,Orthodox,10,1,0
3230,Luana,Santos,,,56.7,,,5,1,0
3231,Nick,Sanzo,,175.0,86.2,,,1,1,0
3232,Bob,Sapp,The Beast,195.0,158.8,,Orthodox,11,20,0
3233,Daniel,Sarafian,,175.0,83.9,185.0,Orthodox,10,6,0
3234,Jeka,Saragih,,172.0,70.3,175.0,Orthodox,13,3,0
3235,Diego,Saraiva,The Octopus,167.0,70.3,,Orthodox,22,20,1
3236,Harris,Sarmiento,The Hitman,175.0,70.3,,Orthodox,36,26,0
3237,Alexander,Sarnavskiy,Tiger,180.0,70.3,,,35,6,0
3238,Yuki,Sasaki,,187.0,83.9,,Orthodox,25,22,2
3239,Kyosuke,Sasaki,,170.0,83.0,,Southpaw,3,7,4
3240,Yuta,Sasaki,Ulka,177.0,56.7,180.0,Southpaw,21,6,2
3241,Paul,Sass,,182.0,70.3,185.0,Orthodox,14,2,0
3242,Keisuke,Sasu,Sasuke,165.0,65.8,175.0,Switch,11,3,1
3243,Masaaki,Satake,,185.0,99.8,,Orthodox,1,8,1
3244,Takenori,Sato,,177.0,77.1,,Southpaw,19,11,7
3245,Takashi,Sato,Ten,177.0,77.1,185.0,Southpaw,16,7,0
3246,Jeimeson,Saudino,The Minion,167.0,61.2,,,8,5,0
3247,Tom,Sauer,,185.0,119.3,,,25,12,0
3248,Townsend,Saunders,,165.0,77.1,,Orthodox,0,2,0
3249,Ben,Saunders,Killa B,187.0,77.1,195.0,Orthodox,22,13,2
3250,Chad W.,Saunders,,177.0,77.1,,Orthodox,7,2,0
3251,Chris,Saunders,The So Cal Kid,172.0,70.3,,,16,8,0
3252,Lumumba,Sayers,,182.0,83.9,,,6,5,0
3253,Matt,Sayles,,170.0,70.3,172.0,Orthodox,8,4,0
3254,Brandon,Sayles,Man of War,195.0,120.2,,,5,1,0
3255,Mark,Scanlon,,175.0,77.1,,Orthodox,9,2,0
3256,Eric,Schafer,Red,190.0,83.9,193.0,Orthodox,14,8,2
3257,Kerry,Schall,Meat Truck,187.0,120.2,,Orthodox,24,13,0
3258,Eric,Schambari,,180.0,83.9,,Orthodox,15,6,0
3259,Brendan,Schaub,Big Brown,193.0,111.1,198.0,Orthodox,10,5,0
3260,Matheus,Scheffel,Buffa,187.0,93.0,190.0,Orthodox,14,7,0
3261,Antonio,Schembri,Nino,175.0,93.0,,Orthodox,5,5,0
3262,Fabiano,Scherner,Pegaleve,190.0,116.6,,Orthodox,11,10,0
3263,Samy,Schiavo,,172.0,70.3,,Orthodox,10,6,0
3264,Pat,Schilling,Thrilling,172.0,65.8,,Orthodox,5,2,0
3265,Joe,Schilling,,190.0,83.9,,,2,5,0
3266,Semmy,Schilt,Hightower,208.0,120.2,,Orthodox,26,14,1
3267,Adam,Schindler,,172.0,70.3,,,10,6,0
3268,Daniel,Schmitt,,,83.9,,,2,3,0
3269,Colleen,Schneider,,,61.2,,,11,7,0
3270,Matt,Schnell,Danger,172.0,56.7,177.0,Orthodox,16,7,0
3271,Alex,Schoenauer,,190.0,83.9,,Orthodox,15,10,0
3272,Darrill,Schoonover,The Boss,187.0,99.8,,Orthodox,14,8,0
3273,Bob,Schrijber,Dirty,182.0,108.9,,Orthodox,20,17,1
3274,Nate,Schroeder,,185.0,104.3,,,11,10,0
3275,Lacey,Schuckman,,160.0,56.7,,,11,10,0
3276,Mark,Schultz,,175.0,90.7,,Orthodox,1,1,0
3277,Brian,Schwartz,,190.0,77.1,,Orthodox,1,1,0
3278,Eric,Schwartz,,,93.0,,,2,0,0
3279,Justin,Scoggins,,170.0,56.7,167.0,Southpaw,11,5,0
3280,Brad,Scott,Bear,185.0,77.1,193.0,Orthodox,11,6,0
3281,Greg,Scott,,175.0,65.8,,,3,4,0
3282,Mike,Seal,Crazy Boy,193.0,83.9,,Orthodox,13,15,1
3283,Matt,Secor,,182.0,77.1,,,8,4,0
3284,Kenneth,Seegrist,,182.0,83.9,,Orthodox,4,7,0
3285,Neil,Seery,2Tap,162.0,56.7,162.0,Orthodox,16,13,0
3286,Rony,Sefo,,175.0,102.1,,Orthodox,0,2,0
3287,Ray,Sefo,Sugarfoot,182.0,108.9,,Orthodox,2,2,0
3288,Brendan,Seguin,,182.0,83.9,,,23,19,1
3289,Tetsuya,Seki,,177.0,70.3,,,14,8,1
3290,Stefan,Sekulic,,182.0,77.1,190.0,Southpaw,12,4,0
3291,Pete,Sell,Drago,180.0,77.1,190.0,Orthodox,10,7,0
3292,Matthew,Semelsberger,Semi The Jedi,185.0,77.1,190.0,Switch,11,5,0
3293,Andrei,Semenov,,182.0,83.9,,Orthodox,34,9,2
3294,Mackens,Semerzier,Da Menace,175.0,65.8,182.0,Orthodox,8,4,0
3295,Brandon,Sene,,180.0,93.0,,,2,2,0
3296,YeDam,Seo,,157.0,52.2,160.0,Orthodox,6,3,0
3297,Kim In,Seok,,167.0,65.8,,Orthodox,3,6,0
3298,Ray,Seraille,,190.0,111.6,,,8,9,0
3299,Ivan,Serati,,182.0,93.0,,Orthodox,12,4,0
3300,Alex,Serdyukov,The Russian Crusher,187.0,77.1,187.0,Orthodox,8,5,0
3301,Nicholas,Sergiacomi,,,77.1,,,1,1,0
3302,Matt,Serra,The Terra,167.0,77.1,172.0,Orthodox,11,7,0
3303,Nick,Serra,The Mad Monkey,175.0,77.1,,Orthodox,7,3,0
3304,Adrian,Serrano,,172.0,77.1,,,56,29,4
3305,Fredy,Serrano,El Profe,160.0,56.7,165.0,Orthodox,3,2,0
3306,Carl,Seumanutafa,,185.0,115.7,,Orthodox,10,8,0
3307,Dan,Severn,The Beast,187.0,113.4,,Southpaw,101,19,1
3308,Rosi,Sexton,The Surgeon,160.0,61.2,,Orthodox,13,5,0
3309,Scott,Shaffer,,170.0,65.8,,Orthodox,0,1,0
3310,Edmen,Shahbazyan,The Golden Boy,187.0,83.9,190.0,Orthodox,12,4,0
3311,Leon,Shahbazyan,,193.0,77.1,187.0,Orthodox,7,2,0
3312,Don,Shainis,Shameless,167.0,65.8,170.0,Orthodox,12,5,0
3313,Liliya,Shakirova,,162.0,56.7,165.0,Orthodox,8,2,0
3314,Kamal,Shalorus,Prince of Persia,172.0,70.3,172.0,Orthodox,9,5,2
3315,Ken,Shamrock,The World's Most Dangerous Man,185.0,93.0,182.0,Orthodox,28,17,2
3316,Frank,Shamrock,,177.0,83.9,,Orthodox,23,10,2
3317,Shang,Zhifa,Northeast Flying Tiger,170.0,56.7,160.0,Orthodox,32,8,0
3318,Jason,Sharp,,,93.0,,,3,3,0
3319,Eric,Shelton,Showtime,167.0,56.7,172.0,Orthodox,12,6,0
3320,Sean,Sherk,The Muscle Shark,167.0,70.3,170.0,Orthodox,36,4,1
3321,Chase,Sherman,The Vanilla Gorilla,193.0,113.4,198.0,Orthodox,16,12,0
3322,Valentina,Shevchenko,Bullet,165.0,56.7,167.0,Southpaw,23,4,0
3323,Antonina,Shevchenko,La Pantera,172.0,56.7,170.0,Southpaw,10,4,0
3324,Katsuyori,Shibata,,182.0,76.2,,Orthodox,4,11,1
3325,Jake,Shields,,182.0,77.1,182.0,Orthodox,31,9,1
3326,Henrique,Shiguemoto,,180.0,83.9,182.0,Orthodox,13,4,1
3327,Shunichi,Shimizu,,165.0,61.2,,Orthodox,30,18,11
3328,Wade,Shipp,The Nightmare,190.0,111.1,,Orthodox,11,5,0
3329,Raja,Shippen,,167.0,65.8,,,18,11,1
3330,Yuya,Shirai,,172.0,76.2,,Orthodox,26,14,2
3332,Alexander,Shlemenko,Storm,180.0,83.9,,,56,9,0
3333,Josh,Shockley,,185.0,70.3,,Orthodox,11,4,0
3334,Josh,Shockman,The War Hammer,193.0,106.6,,Southpaw,6,3,0
3335,Akira,Shoji,,172.0,88.5,,Orthodox,14,17,5
3336,Liudvik,Sholinian,Palmeyros,177.0,61.2,180.0,Orthodox,9,4,1
3337,Jack,Shore,Tank,172.0,61.2,180.0,Orthodox,17,1,0
3338,Landon,Showalter,The Show,182.0,83.9,,,11,19,1
3339,Ivan,Shtyrkov,Ural Hulk,182.0,93.0,187.0,Orthodox,15,0,1
3340,Brandon,Shuey,Big Dawg,170.0,70.3,,Orthodox,7,6,0
3341,Ronal,Siahaan,Naga Sakti,170.0,56.7,180.0,Southpaw,7,1,0
3342,Sam,Sicilia,,172.0,65.8,170.0,Orthodox,15,8,0
3343,Kiril,Sidelnikov,,180.0,104.3,,,11,4,0
3344,Steven,Siler,Super,180.0,65.8,177.0,Orthodox,29,16,0
3345,Siala,Siliga,Mighty Mo,185.0,131.5,,Orthodox,12,5,0
3346,Xavier,Siller,Young Guns,165.0,56.7,,,5,5,0
3347,Assuerio,Silva,,177.0,109.3,,Orthodox,16,8,0
3348,Anderson,Silva,The Spider,187.0,83.9,195.0,Southpaw,34,11,0
3349,Wanderlei,Silva,The Axe Murderer,180.0,93.0,187.0,Orthodox,35,13,1
3350,Thiago,Silva,,187.0,93.0,187.0,Orthodox,19,6,0
3351,Paulo Cesar,Silva,Giant,226.0,174.6,,Orthodox,2,6,0
3352,Jean,Silva,White Bear,167.0,72.6,,Orthodox,19,12,3
3353,Edson,Silva,Paredao,,93.0,,Orthodox,14,12,0
3354,Sidney,Silva,,190.0,77.1,,Southpaw,8,4,0
3355,Jay,Silva,,187.0,83.9,,Southpaw,10,11,1
3356,Antonio,Silva,Bigfoot,193.0,119.7,208.0,Orthodox,19,12,1
3357,Fabio,Silva,,180.0,93.0,,Orthodox,1,8,0
3358,Erick,Silva,,182.0,77.1,187.0,Orthodox,19,9,0
3359,Leandro,Silva,Buscape,175.0,70.3,182.0,Orthodox,20,6,1
3360,Claudio,Silva,Hannibal,180.0,77.1,180.0,Southpaw,14,4,0
3361,Wagner,Silva,Wagnao,182.0,77.1,,Orthodox,6,3,0
3362,Rafael,Silva,Morcego,170.0,61.2,,,28,6,0
3363,Joaquim,Silva,Netto BJJ,172.0,70.3,175.0,Southpaw,12,4,0
3364,Felipe,Silva,,182.0,70.3,195.0,Orthodox,8,2,0
3365,Dayana,Silva,,170.0,61.2,,Orthodox,7,4,0
3366,Bruno,Silva,Bulldog,162.0,56.7,165.0,Orthodox,13,5,2
3367,Bruno,Silva,Blindado,182.0,83.9,187.0,Orthodox,23,8,0
3368,Gabriel,Silva,,167.0,61.2,180.0,Orthodox,8,2,0
3369,Jacob,Silva,Lil Animal,165.0,56.7,170.0,Orthodox,6,4,0
3370,Natalia,Silva,,162.0,56.7,165.0,Southpaw,15,5,1
3371,Jansey,Silva,Jones,187.0,83.9,170.0,Orthodox,7,2,0
3372,Maria,Silva,Viuva Negra,160.0,52.2,162.0,Orthodox,8,1,0
3373,Karine,Silva,Killer,165.0,56.7,170.0,Orthodox,16,4,0
3374,Erik,Silva,The King,175.0,65.8,180.0,Orthodox,9,2,0
3375,Janaina,Silva,Jana Popozinha,,52.2,,,5,0,0
3376,Jhonata,Silva,,,56.7,,,8,1,0
3377,Jean,Silva,Lord Assassin,,65.8,,,10,2,0
3378,Douglas,Silva de Andrade,D Silva,170.0,61.2,172.0,Orthodox,29,5,0
3379,Leonardo,Silva de Oliveira,Cabecao,187.0,83.9,,Orthodox,12,4,0
3380,Marcus,Silveira,Conan,190.0,109.8,,Orthodox,6,4,0
3381,Elias,Silverio,Xuxu,180.0,70.3,185.0,Orthodox,13,3,0
3382,Sim,Kai Xiong,Kobra,165.0,56.7,167.0,Orthodox,5,1,0
3383,Jamey,Simmons,The Afro Samurai,167.0,61.2,177.0,Orthodox,7,4,0
3384,Ricky,Simon,,167.0,61.2,175.0,Orthodox,20,4,0
3385,Aaron,Simpson,A-Train,182.0,77.1,185.0,Orthodox,12,5,0
3386,Wes,Sims,The Project,208.0,117.9,,Orthodox,24,14,1
3387,Marlon,Sims,,,77.1,,,3,4,0
3388,Tony,Sims,,180.0,70.3,177.0,Southpaw,12,4,0
3389,Everett,Sims,Sexual Chocolate,195.0,117.9,195.0,Southpaw,4,1,0
3390,Lodune,Sincaid,,175.0,83.9,,Orthodox,15,9,0
3391,Rob,Sinclair,,172.0,70.3,,,13,5,0
3392,Rory,Singer,Outburst,187.0,83.9,195.0,Orthodox,11,9,0
3393,Rana Rudra Pratap,Singh,Ashwathama,177.0,61.2,175.0,Orthodox,11,2,0
3394,Elvis,Sinosic,The King of Rock n' Rumble,190.0,93.0,195.0,Orthodox,7,11,2
3395,Mitchell,Sipe,No Dice,187.0,111.1,,Orthodox,4,1,0
3396,Gian,Siqueira,Pitbull,185.0,77.1,187.0,Orthodox,19,5,0
3397,Jeremia,Siregar,The Teacher,157.0,56.7,160.0,Orthodox,6,3,0
3398,AJ,Siscoe,Let's Go,170.0,61.2,,,1,2,0
3399,Yokthai,Sithoar,,170.0,64.9,,,0,1,0
3400,Jeri,Sitzes,,165.0,56.7,,,3,1,0
3401,Dennis,Siver,,167.0,65.8,177.0,Orthodox,23,11,0
3402,Chas,Skelly,The Scrapper,180.0,65.8,182.0,Orthodox,19,3,0
3403,Matt,Skelton,,190.0,120.2,,Orthodox,0,1,0
3404,Zach,Skinner,,167.0,65.8,,Orthodox,10,11,0
3405,Brian,Sleeman,,172.0,83.9,,,9,9,1
3406,Joe,Slick,,182.0,90.3,,Orthodox,16,5,3
3407,Ray,Sloan,,185.0,93.0,,,8,1,0
3408,Kestutis,Smirnovas,,177.0,90.7,,Orthodox,24,8,2
3409,Maurice,Smith,,187.0,100.2,,Orthodox,12,14,0
3410,Patrick,Smith,,187.0,102.1,,Orthodox,20,17,0
3411,Scott,Smith,Hands of Steel,182.0,83.9,177.0,Orthodox,18,11,0
3413,Josh,Smith,,182.0,70.3,,Orthodox,9,8,0
3414,David,Smith,,,70.3,,,5,1,0
3416,Dillon,Smith,,182.0,77.1,,,0,0,0
3417,Trevor,Smith,Hot Sauce,190.0,83.9,190.0,Orthodox,15,10,0
3418,Anthony,Smith,Lionheart,193.0,93.0,193.0,Orthodox,36,18,0
3419,Colton,Smith,,182.0,70.3,180.0,Orthodox,7,4,0
3420,Gilbert,Smith,,175.0,83.9,,Southpaw,12,6,0
3421,Leslie,Smith,The Peacemaker,175.0,61.2,167.0,Orthodox,10,7,1
3422,Devonte,Smith,King Kage,175.0,70.3,193.0,Orthodox,11,4,0
3423,Cole,Smith,The Cole Train,180.0,61.2,170.0,Orthodox,7,2,0
3424,Nate,Smith,The Savage,167.0,56.7,175.0,Switch,6,1,0
3425,Braxton,Smith,The Beautiful Monster,180.0,116.6,182.0,Orthodox,5,2,0
3426,Walter,Smith-Cotito,,172.0,61.2,,,4,5,0
3427,Justin,Smitley,,,65.8,,,10,7,1
3428,Dmitrii,Smoliakov,The Lifeguard,187.0,114.8,187.0,Switch,9,3,0
3429,Louis,Smolka,Da Last Samurai,175.0,61.2,172.0,Orthodox,17,9,0
3430,Cameron,Smotherman,The Baby-Faced Killer,,61.2,,,8,3,0
3431,Shimon,Smotritsky,The Assassin,187.0,77.1,187.0,Orthodox,8,2,0
3432,Richie,Smullen,,175.0,70.3,172.0,Orthodox,3,1,1
3433,Devin,Smyth,,177.0,77.1,182.0,Switch,4,2,0
3434,Denis,Sobolev,,190.0,98.0,,Orthodox,4,7,0
3435,Peter,Sobotta,,182.0,77.1,190.0,Southpaw,17,7,1
3436,Renato,Sobral,Babalu,185.0,93.0,190.0,Orthodox,37,11,0
3437,Rameau Thierry,Sokoudjou,The African Assassin,177.0,93.0,198.0,Orthodox,18,18,0
3438,Joe,Solecki,,175.0,70.3,177.0,Orthodox,13,3,0
3439,Chris,Solomon,,180.0,70.3,,,0,0,0
3440,Joe,Son,,162.0,107.0,,Orthodox,0,4,0
3441,Paul,Song,,,83.9,,,2,2,0
3442,Song,Kenan,The Assassin,182.0,77.1,180.0,Orthodox,19,7,0
3443,Song,Yadong,Kung Fu Kid,172.0,61.2,170.0,Orthodox,20,7,1
3444,Emrah,Sonmez,Anatolian Wolf,,65.8,,,14,4,0
3445,Chael,Sonnen,,185.0,93.0,185.0,Southpaw,29,15,1
3446,Cody,Sons,,175.0,93.0,,,3,7,0
3447,Jin,Soo Son,,167.0,61.2,175.0,Orthodox,9,4,0
3448,Emiliano,Sordi,He-Man,187.0,93.0,,Orthodox,16,7,0
3449,Sean,Soriano,,175.0,65.8,177.0,Orthodox,14,8,0
3450,Punahele,Soriano,Puna,180.0,83.9,182.0,Southpaw,9,3,0
3451,Dmitry,Sosnovskiy,Wicked Machine,190.0,108.9,195.0,Orthodox,11,0,0
3452,Ben,Sosoli,Combat Wombat,182.0,120.2,182.0,Southpaw,7,3,0
3453,Krzysztof,Soszynski,The Polish Experiment,185.0,93.0,195.0,Open Stance,26,12,1
3454,George,Sotiropoulos,,177.0,70.3,180.0,Orthodox,14,7,0
3455,Greg,Soto,,180.0,77.1,185.0,Orthodox,9,4,0
3456,Alex,Soto,Extremo,172.0,61.2,,Southpaw,8,3,1
3457,Joe,Soto,One Bad Mofo,167.0,61.2,165.0,Orthodox,18,7,0
3458,Mario,Soto,Dr. Mario,182.0,65.8,,,7,2,0
3459,Andre,Soukhamthath,The Asian Sensation,175.0,61.2,177.0,Orthodox,13,8,0
3460,Mario,Sousa,Coracao Valente,190.0,83.9,200.0,Orthodox,15,3,0
3461,Bobby,Southworth,,187.0,93.0,,Orthodox,10,6,0
3462,Jacare,Souza,,185.0,83.9,182.0,Orthodox,26,10,0
3463,Edimilson,Souza,Kevin,182.0,65.8,187.0,Orthodox,15,5,0
3464,Livinha,Souza,The Brazilian Gangsta,160.0,52.2,160.0,Orthodox,14,4,0
3465,Bruno,Souza,The Tiger,177.0,65.8,177.0,Orthodox,10,3,0
3466,Ketlen,Souza,Esquentadinha,160.0,56.7,160.0,Orthodox,13,4,0
3467,Charon,Spain,,175.0,70.3,,,14,26,0
3468,Chris,Spang,The Kiss,187.0,77.1,,Orthodox,6,3,0
3469,Andreas,Spang,Sweet Swede,185.0,83.9,,,9,3,0
3470,Ryan,Spann,Superman,195.0,93.0,200.0,Orthodox,21,8,0
3471,Ron,Sparks,The Monster,195.0,120.2,,,8,3,0
3472,Tommy,Speer,,177.0,77.1,180.0,Orthodox,21,7,0
3473,Patrick,Speight,,185.0,77.1,,Orthodox,7,3,0
3474,Sean,Spencer,Black Magic,177.0,77.1,187.0,Orthodox,12,6,0
3475,Felicia,Spencer,FeeNom,167.0,65.8,172.0,Orthodox,9,3,0
3476,Sam,Spengler,The Ram,180.0,83.9,,Orthodox,9,5,0
3477,Nick,Sperling,,,61.2,,,3,4,0
3478,Mario,Sperry,Zen Machine,187.0,93.0,,Orthodox,13,4,0
3479,Eric,Spicely,Zebrinha,185.0,83.9,185.0,Orthodox,12,6,0
3480,Waachiim,Spiritwolf,Native Warrior,172.0,77.1,,,12,13,1
3481,Daniel,Spitz,,200.0,111.1,208.0,Orthodox,6,3,0
3482,Serghei,Spivac,Polar Bear,190.0,117.9,198.0,Orthodox,16,3,0
3483,Daniel,Spohn,Dragon,193.0,93.0,200.0,Southpaw,15,6,0
3484,Pete,Spratt,The Secret Weapon,175.0,77.1,,Orthodox,25,23,0
3485,Austin,Springer,,172.0,65.8,180.0,Orthodox,12,4,0
3486,Georges,St-Pierre,Rush,180.0,83.9,193.0,Orthodox,26,2,0
3487,Bobby,Stack,,175.0,70.3,,Orthodox,8,3,0
3488,Andreas,Stahl,Real Steel,180.0,77.1,,Orthodox,10,4,0
3489,Ron,Stallings,The Choir Boy,187.0,77.1,190.0,Southpaw,14,8,0
3490,Cody,Stamann,The Spartan,167.0,61.2,162.0,Orthodox,21,6,1
3491,Cristina,Stanciu,Barbie,160.0,52.2,,Orthodox,5,2,0
3492,Brian,Stann,All American,185.0,93.0,187.0,Orthodox,12,6,0
3493,Josh,Stansbury,The Sandman,187.0,93.0,187.0,Orthodox,4,8,0
3494,Dion,Staring,Soldier,185.0,106.6,,Orthodox,35,14,0
3495,Lucas,Stark,,,70.3,,,1,5,0
3496,Clifford,Starks,,182.0,83.9,198.0,Orthodox,13,3,0
3497,Kalib,Starnes,,190.0,83.9,187.0,Orthodox,17,11,1
3498,Laureano,Staropoli,Pepi,185.0,83.9,180.0,Orthodox,9,5,0
3499,Damian,Stasiak,Webster,165.0,61.2,177.0,Orthodox,10,6,0
3500,Adam,Steele,,,77.1,,,0,1,0
3501,Dominique,Steele,Non-Stop Action-Packed,177.0,77.1,187.0,Orthodox,14,9,0
3502,Ricky,Steele,The Karate Kid,175.0,61.2,187.0,Orthodox,6,0,0
3503,Eric,Steenberg,,,70.3,,,5,1,0
3504,Steve,Steinbeiss,The Hooligan,190.0,83.9,190.0,Orthodox,9,4,0
3505,Ray,Steinbeiss,Ipswitch Cobra,180.0,77.1,,Orthodox,14,7,0
3506,Dmitri,Stepanov,,190.0,98.4,,Orthodox,0,1,0
3507,Jeremy,Stephens,Lil' Heathen,175.0,65.8,180.0,Orthodox,28,19,0
3508,Aljamain,Sterling,Funk Master,170.0,61.2,180.0,Orthodox,23,3,0
3509,Marc,Stevens,,175.0,70.3,,,21,10,0
3510,Joe,Stevenson,Daddy,170.0,65.8,177.0,Orthodox,33,16,0
3511,Maia,Stevenson,,162.0,52.2,157.0,Orthodox,6,5,0
3512,Luke,Stewart,,180.0,77.1,,Orthodox,6,3,0
3513,Darren,Stewart,The Dentist,182.0,93.0,187.0,Orthodox,12,8,0
3514,Kyle,Stewart,Gunz Up,182.0,77.1,193.0,Orthodox,11,3,0
3515,Alex,Stiebling,The Brazilian Killa,187.0,93.0,,Southpaw,19,11,1
3516,Tyler,Stinson,The Evolution,190.0,77.1,,,30,10,0
3517,Dan,Stittgen,The Anvil,185.0,77.1,,Orthodox,12,5,0
3518,Lazar,Stojadinovic,The Bronx Bomber,170.0,65.8,172.0,Southpaw,12,5,0
3519,Denis,Stojnic,,182.0,111.1,,Orthodox,13,3,0
3520,Julija,Stoliarenko,,170.0,56.7,167.0,,10,8,2
3521,Dustin,Stoltzfus,,182.0,83.9,190.0,Orthodox,14,5,0
3522,Niklas,Stolze,Green Mask,185.0,70.3,187.0,Switch,12,6,0
3523,Ken,Stone,,172.0,61.2,180.0,Southpaw,11,4,0
3524,Ryan,Stonitsch,,175.0,77.1,,Southpaw,8,1,0
3525,George,Stork,,177.0,83.9,,,7,9,0
